editor_name,base_form,path_website,name_nif
StockadeScaffoldTopRope03,000183D9,clutter/stockade/stockadescaffoldtoprope03.nif,stockadescaffoldtoprope03
StockadeScaffoldTopPost03,000183DA,clutter/stockade/stockadescaffoldtoppost03.nif,stockadescaffoldtoppost03
StockadeScaffoldTop3Sided02,000183DB,clutter/stockade/stockadescaffoldtop3sided02.nif,stockadescaffoldtop3sided02
StockadeScaffoldTop2Sided03,000183DC,clutter/stockade/stockadescaffoldtop2sided03.nif,stockadescaffoldtop2sided03
StockadeScaffoldTopPost02,000183DD,clutter/stockade/stockadescaffoldtoppost02.nif,stockadescaffoldtoppost02
RuinsSconce,000183F5,clutter/ruins/ruinsconce01.nif,ruinsconce01
NorCatHallSm1way01,0001843A,dungeons/nordic/catacombs/smhalls/norcathallsm1way01.nif,norcathallsm1way01
NorCatHallSm2way01,0001843B,dungeons/nordic/catacombs/smhalls/norcathallsm2way01.nif,norcathallsm2way01
StatueTalos01snow,00018483,clutter/statues/statuetalos01.nif,statuetalos01
FirewoodPileLarge01,000185B2,clutter/firewood/firewoodpilelarge01.nif,firewoodpilelarge01
FirewoodPileMedium01,000185B5,clutter/firewood/firewoodpilemedium01.nif,firewoodpilemedium01
FirewoodPileSmall01,000185B6,clutter/firewood/firewoodpilesmall01.nif,firewoodpilesmall01
RockPileL03,000185BD,landscape/rocks/rockpilel03.nif,rockpilel03
1stPersonElvenBow,00018814,weapons/elven/elvenbowskinned.nif,elvenbowskinned
RockL03,00018BA5,landscape/rocks/rockl03.nif,rockl03
RockPileS02,00018BA6,landscape/rocks/rockpiles02.nif,rockpiles02
RockS02,00018BA7,landscape/rocks/rocks02.nif,rocks02
NorCatHallSm1way02,00018BAA,dungeons/nordic/catacombs/smhalls/norcathallsm1way02.nif,norcathallsm1way02
NorCatHallSm1way03,00018BAB,dungeons/nordic/catacombs/smhalls/norcathallsm1way03.nif,norcathallsm1way03
NorCatHallSm1wayEndCap01,00018BAC,dungeons/nordic/catacombs/smhalls/norcathallsm1wayendcap01.nif,norcathallsm1wayendcap01
NorCatHallSm1wayEndCapExSm01,00018BAD,dungeons/nordic/catacombs/smhalls/norcathallsm1wayendcapexsm01.nif,norcathallsm1wayendcapexsm01
NorCatHallSm3way01,00018BAE,dungeons/nordic/catacombs/smhalls/norcathallsm3way01.nif,norcathallsm3way01
NorCatHallSm3way02,00018BAF,dungeons/nordic/catacombs/smhalls/norcathallsm3way02.nif,norcathallsm3way02
NorCatHallSm4way01,00018BB0,dungeons/nordic/catacombs/smhalls/norcathallsm4way01.nif,norcathallsm4way01
NorCatHallSm4way02,00018BB1,dungeons/nordic/catacombs/smhalls/norcathallsm4way02.nif,norcathallsm4way02
markarthblocktemp01,00018C10,architecture/markarth/markarthblocktemp01.nif,markarthblocktemp01
RockPileS04PineForest02,00018C9E,landscape/rocks/rockpiles04.nif,rockpiles04
NorCatHallSm1wayExtension01,00018DEB,dungeons/nordic/catacombs/smhalls/norcathallsm1wayextension01.nif,norcathallsm1wayextension01
DA01BrokenStarStatic,00018E6E,clutter/daedric/azurastarbroken.nif,azurastarbroken
FarmhouseSmith01,00018FE1,architecture/farmhouse/smith01.nif,smith01
WRMainRoadPlains,000193E6,architecture/whiterun/wrterrain/wrmainroadplains.nif,wrmainroadplains
WRStairsWater01,0001941A,architecture/whiterun/wrcitywalls/wrstairswater01.nif,wrstairswater01
WRMainRoadMarket,0001941B,architecture/whiterun/wrterrain/wrmainroadmarket.nif,wrmainroadmarket
RuinsSconceAndBase,000194B9,clutter/ruins/ruinsconce01withbase.nif,ruinsconce01withbase
RuinsSconceBaseNoShadow,000194BC,clutter/ruins/ruinsconce01basenoshadow.nif,ruinsconce01basenoshadow
WRDrayGoodsBase,000196E3,architecture/whiterun/wrterrain/wrdrygoodsbase.nif,wrdrygoodsbase
WRDrunkenHuntsmanBase,000196E5,architecture/whiterun/wrterrain/wrdrunkenhuntsmanbase.nif,wrdrunkenhuntsmanbase
WRBreezeBase,000196E6,architecture/whiterun/wrterrain/wrbreezebase.nif,wrbreezebase
WRGreyManeBase,000196E7,architecture/whiterun/wrterrain/wrgreymanebase.nif,wrgreymanebase
RockPileS01,000196EF,landscape/rocks/rockpiles01.nif,rockpiles01
DirtCliffs03Snow01,000197C2,landscape/dirtcliffs/dirtcliffs03.nif,dirtcliffs03
DirtCliffsCornerIn01Snow01,00019845,landscape/dirtcliffs/dirtcliffscornerin01.nif,dirtcliffscornerin01
DirtCliffsCornerOut01Snow01,00019856,landscape/dirtcliffs/dirtcliffscornerout01.nif,dirtcliffscornerout01
DirtCliffsIsland01Snow01,00019885,landscape/dirtcliffs/dirtcliffsisland01.nif,dirtcliffsisland01
SDoorFrameExterior01,0001991B,architecture/solitude/sdoorframeexterior01.nif,sdoorframeexterior01
RockM03,00019AF7,landscape/rocks/rockm03.nif,rockm03
HayMound01,00019B13,clutter/hay/haymound01.nif,haymound01
HayScatter01,00019B15,clutter/hay/hayscatter01.nif,hayscatter01
HayScatter02,00019B16,clutter/hay/hayscatter02.nif,hayscatter02
HayScatter03,00019B17,clutter/hay/hayscatter03.nif,hayscatter03
HayScatter04,00019B18,clutter/hay/hayscatter04.nif,hayscatter04
HayScatter05,00019B19,clutter/hay/hayscatter05.nif,hayscatter05
HayScatter06,00019B1A,clutter/hay/hayscatter06.nif,hayscatter06
RuinsLargeFloorSconce,00019E27,clutter/ruins/ruinlargefloorsconce.nif,ruinlargefloorsconce
SlighthouseFireOff,0001A0B4,architecture/solitude/clutter/slighthousefireoff.nif,slighthousefireoff
NorHallOfStories01,0001A49B,dungeons/nordic/chambers/norhallofstories01.nif,norhallofstories01
NorHallOfStoriesArch01,0001A4B3,dungeons/nordic/chambers/norhallofstoriesarch01.nif,norhallofstoriesarch01
NorPlatBgStairSingle01,0001A4B8,dungeons/nordic/platforms/norplatbgstairsingle01.nif,norplatbgstairsingle01
RockL04,0001A6E2,landscape/rocks/rockl04.nif,rockl04
NorTmpHallBg1way01,0001A721,dungeons/nordic/temple/bghalls/nortmphallbg1way01.nif,nortmphallbg1way01
1stPersonSteelWarAxe,0001AC65,weapons/steel/1stpersonsteelwaraxe.nif,1stpersonsteelwaraxe
StockadeStairs01,0001AE13,clutter/stockade/stockadestairs01.nif,stockadestairs01
StockadeWallStraight01,0001AE15,clutter/stockade/stockadewallstraight01.nif,stockadewallstraight01
StockadeWallCornerIn01,0001AE16,clutter/stockade/stockadewallcornerin01.nif,stockadewallcornerin01
StockadeWallCornerOut01,0001AE17,clutter/stockade/stockadewallcornerout01.nif,stockadewallcornerout01
StockadeBarrier01,0001AE18,clutter/stockade/stockadebarrier01.nif,stockadebarrier01
StockadeBridgeLong01,0001AE19,clutter/stockade/stockadebridgelong01.nif,stockadebridgelong01
StockadeBridgeShort01,0001AE1A,clutter/stockade/stockadebridgeshort01.nif,stockadebridgeshort01
StockadeTower01,0001AE1B,clutter/stockade/stockadetower01.nif,stockadetower01
RuinsLargeCeilingSconce,0001B061,clutter/ruins/ruinceilingsconce01.nif,ruinceilingsconce01
RuinsSconceRopeLong,0001B063,clutter/ruins/ruinsceilingropelong.nif,ruinsceilingropelong
RuinsSconceRopeShort,0001B065,clutter/ruins/ruinsceilingropeshort.nif,ruinsceilingropeshort
RuinsSconceRopeBroken,0001B069,clutter/ruins/ruinsceilingropebroken.nif,ruinsceilingropebroken
RockM04,0001B0A7,landscape/rocks/rockm04.nif,rockm04
RockL05,0001B0A8,landscape/rocks/rockl05.nif,rockl05
RockS03,0001B0A9,landscape/rocks/rocks03.nif,rocks03
CaveGLHall1Way01,0001B166,dungeons/caves/green/largehall/caveglhall1way01.nif,caveglhall1way01
CaveGLHall3Way02,0001B167,dungeons/caves/green/largehall/caveglhall3way02.nif,caveglhall3way02
CaveGLHall4Way01,0001B168,dungeons/caves/green/largehall/caveglhall4way01.nif,caveglhall4way01
CaveGLHallDeadEnd01,0001B169,dungeons/caves/green/largehall/caveglhalldeadend01.nif,caveglhalldeadend01
CaveGLHallDeadEnd02,0001B16A,dungeons/caves/green/largehall/caveglhalldeadend02.nif,caveglhalldeadend02
CaveGLHallDoor01,0001B16B,dungeons/caves/green/largehall/caveglhalldoor01.nif,caveglhalldoor01
CaveGLHallDoor02,0001B16C,dungeons/caves/green/largehall/caveglhalldoor02.nif,caveglhalldoor02
CaveGLHallRamp01,0001B16D,dungeons/caves/green/largehall/caveglhallramp01.nif,caveglhallramp01
CaveGLHallRamp02,0001B16E,dungeons/caves/green/largehall/caveglhallramp02.nif,caveglhallramp02
CaveGLHall2Way01,0001B16F,dungeons/caves/green/largehall/caveglhall2way01.nif,caveglhall2way01
CaveGLHall2Way02,0001B170,dungeons/caves/green/largehall/caveglhall2way02.nif,caveglhall2way02
CaveGLHall3Way01,0001B171,dungeons/caves/green/largehall/caveglhall3way01.nif,caveglhall3way01
CaveGLRoomDoor03,0001B172,dungeons/caves/green/largeroom/caveglroomdoor03.nif,caveglroomdoor03
CaveGLRoomDoor04,0001B173,dungeons/caves/green/largeroom/caveglroomdoor04.nif,caveglroomdoor04
CaveGLRoomDoorB01,0001B174,dungeons/caves/green/largeroom/caveglroomdoorb01.nif,caveglroomdoorb01
CaveGLRoomDoorB02,0001B175,dungeons/caves/green/largeroom/caveglroomdoorb02.nif,caveglroomdoorb02
CaveGLRoomDoorB03,0001B176,dungeons/caves/green/largeroom/caveglroomdoorb03.nif,caveglroomdoorb03
CaveGLRoomDoorB04,0001B177,dungeons/caves/green/largeroom/caveglroomdoorb04.nif,caveglroomdoorb04
CaveGLRoomDoorL01,0001B178,dungeons/caves/green/largeroom/caveglroomdoorl01.nif,caveglroomdoorl01
CaveGLRoomDoorL02,0001B179,dungeons/caves/green/largeroom/caveglroomdoorl02.nif,caveglroomdoorl02
CaveGLRoomDoorL03,0001B17A,dungeons/caves/green/largeroom/caveglroomdoorl03.nif,caveglroomdoorl03
CaveGLRoomDoorL04,0001B17B,dungeons/caves/green/largeroom/caveglroomdoorl04.nif,caveglroomdoorl04
CaveGLRoomDoorLB01,0001B17C,dungeons/caves/green/largeroom/caveglroomdoorlb01.nif,caveglroomdoorlb01
CaveGLRoomDoorLB02,0001B17D,dungeons/caves/green/largeroom/caveglroomdoorlb02.nif,caveglroomdoorlb02
CaveGLRoomDoorLB03,0001B17E,dungeons/caves/green/largeroom/caveglroomdoorlb03.nif,caveglroomdoorlb03
CaveGLRoomDoorLB04,0001B17F,dungeons/caves/green/largeroom/caveglroomdoorlb04.nif,caveglroomdoorlb04
CaveGLRoomInCorner01,0001B180,dungeons/caves/green/largeroom/caveglroomincorner01.nif,caveglroomincorner01
CaveGLRoomInCorner02,0001B181,dungeons/caves/green/largeroom/caveglroomincorner02.nif,caveglroomincorner02
CaveGLRoomInCorner03,0001B182,dungeons/caves/green/largeroom/caveglroomincorner03.nif,caveglroomincorner03
CaveGLRoomInCorner04,0001B183,dungeons/caves/green/largeroom/caveglroomincorner04.nif,caveglroomincorner04
CaveGLRoomMid01,0001B184,dungeons/caves/green/largeroom/caveglroommid01.nif,caveglroommid01
CaveGLRoomWall01,0001B185,dungeons/caves/green/largeroom/caveglroomwall01.nif,caveglroomwall01
CaveGLRoomWall02,0001B186,dungeons/caves/green/largeroom/caveglroomwall02.nif,caveglroomwall02
CaveGLRoomWall03,0001B187,dungeons/caves/green/largeroom/caveglroomwall03.nif,caveglroomwall03
CaveGLRoomWall04,0001B188,dungeons/caves/green/largeroom/caveglroomwall04.nif,caveglroomwall04
CaveGLRoomCorner01,0001B189,dungeons/caves/green/largeroom/caveglroomcorner01.nif,caveglroomcorner01
CaveGLRoomCorner02,0001B18A,dungeons/caves/green/largeroom/caveglroomcorner02.nif,caveglroomcorner02
CaveGLRoomCorner03,0001B18B,dungeons/caves/green/largeroom/caveglroomcorner03.nif,caveglroomcorner03
CaveGLRoomCorner04,0001B18C,dungeons/caves/green/largeroom/caveglroomcorner04.nif,caveglroomcorner04
CaveGLRoomDoor01,0001B18D,dungeons/caves/green/largeroom/caveglroomdoor01.nif,caveglroomdoor01
CaveGLRoomDoor02,0001B18E,dungeons/caves/green/largeroom/caveglroomdoor02.nif,caveglroomdoor02
CaveGHall3Way02,0001B18F,dungeons/caves/green/smallhall/caveghall3way02.nif,caveghall3way02
CaveGHall4Way01,0001B190,dungeons/caves/green/smallhall/caveghall4way01.nif,caveghall4way01
CaveGHallDeadEnd01,0001B191,dungeons/caves/green/smallhall/caveghalldeadend01.nif,caveghalldeadend01
CaveGHallDeadEnd02,0001B192,dungeons/caves/green/smallhall/caveghalldeadend02.nif,caveghalldeadend02
CaveGHallRamp01,0001B193,dungeons/caves/green/smallhall/caveghallramp01.nif,caveghallramp01
CaveGHallRamp02,0001B194,dungeons/caves/green/smallhall/caveghallramp02.nif,caveghallramp02
CaveGHall1Way01,0001B196,dungeons/caves/green/smallhall/caveghall1way01.nif,caveghall1way01
CaveGHall2Way01,0001B197,dungeons/caves/green/smallhall/caveghall2way01.nif,caveghall2way01
CaveGHall2Way02,0001B198,dungeons/caves/green/smallhall/caveghall2way02.nif,caveghall2way02
CaveGHall3Way01,0001B199,dungeons/caves/green/smallhall/caveghall3way01.nif,caveghall3way01
CaveGRoomDoor03,0001B19A,dungeons/caves/green/smallroom/cavegroomdoor03.nif,cavegroomdoor03
CaveGRoomDoor04,0001B19B,dungeons/caves/green/smallroom/cavegroomdoor04.nif,cavegroomdoor04
CaveGRoomDoorB01,0001B19C,dungeons/caves/green/smallroom/cavegroomdoorb01.nif,cavegroomdoorb01
CaveGRoomDoorB02,0001B19D,dungeons/caves/green/smallroom/cavegroomdoorb02.nif,cavegroomdoorb02
CaveGRoomDoorB03,0001B19E,dungeons/caves/green/smallroom/cavegroomdoorb03.nif,cavegroomdoorb03
CaveGRoomDoorB04,0001B19F,dungeons/caves/green/smallroom/cavegroomdoorb04.nif,cavegroomdoorb04
CaveGRoomInCorner01,0001B1A0,dungeons/caves/green/smallroom/cavegroomincorner01.nif,cavegroomincorner01
CaveGRoomInCorner02,0001B1A1,dungeons/caves/green/smallroom/cavegroomincorner02.nif,cavegroomincorner02
CaveGRoomInCorner03,0001B1A2,dungeons/caves/green/smallroom/cavegroomincorner03.nif,cavegroomincorner03
CaveGRoomInCorner04,0001B1A3,dungeons/caves/green/smallroom/cavegroomincorner04.nif,cavegroomincorner04
CaveGRoomMid01,0001B1A4,dungeons/caves/green/smallroom/cavegroommid01.nif,cavegroommid01
CaveGRoomWall01,0001B1A5,dungeons/caves/green/smallroom/cavegroomwall01.nif,cavegroomwall01
CaveGRoomWall02,0001B1A6,dungeons/caves/green/smallroom/cavegroomwall02.nif,cavegroomwall02
CaveGRoomWall03,0001B1A7,dungeons/caves/green/smallroom/cavegroomwall03.nif,cavegroomwall03
CaveGRoomWall04,0001B1A8,dungeons/caves/green/smallroom/cavegroomwall04.nif,cavegroomwall04
CaveGRoomCorner01,0001B1A9,dungeons/caves/green/smallroom/cavegroomcorner01.nif,cavegroomcorner01
CaveGRoomCorner02,0001B1AA,dungeons/caves/green/smallroom/cavegroomcorner02.nif,cavegroomcorner02
CaveGRoomCorner03,0001B1AB,dungeons/caves/green/smallroom/cavegroomcorner03.nif,cavegroomcorner03
CaveGRoomCorner04,0001B1AC,dungeons/caves/green/smallroom/cavegroomcorner04.nif,cavegroomcorner04
CaveGRoomDoor01,0001B1AD,dungeons/caves/green/smallroom/cavegroomdoor01.nif,cavegroomdoor01
CaveGRoomDoor02,0001B1AE,dungeons/caves/green/smallroom/cavegroomdoor02.nif,cavegroomdoor02
NorTmpHallBg1waySEndL01,0001B1B0,dungeons/nordic/temple/bghalls/nortmphallbg1waysendl01.nif,nortmphallbg1waysendl01
NorTmpHallBg1waySEndR01,0001B1B1,dungeons/nordic/temple/bghalls/nortmphallbg1waysendr01.nif,nortmphallbg1waysendr01
NorTmpHallBg1waySL2R01,0001B1B2,dungeons/nordic/temple/bghalls/nortmphallbg1waysl2r01.nif,nortmphallbg1waysl2r01
NorTmpHallBg1waySR2L01,0001B1B3,dungeons/nordic/temple/bghalls/nortmphallbg1waysr2l01.nif,nortmphallbg1waysr2l01
NorTmpHallBg1wayStairsDown01,0001B1B4,dungeons/nordic/temple/bghalls/nortmphallbg1waystairsdown01.nif,nortmphallbg1waystairsdown01
NorTmpHallBg1wayStairsUp01,0001B1B5,dungeons/nordic/temple/bghalls/nortmphallbg1waystairsup01.nif,nortmphallbg1waystairsup01
NorTmpHallBg1wayS01,0001B1B6,dungeons/nordic/temple/bghalls/nortmphallbg1ways01.nif,nortmphallbg1ways01
RuinsWallSconce,0001B410,clutter/ruins/ruinwallsconce01.nif,ruinwallsconce01
RuinsWallSconceShadow,0001B427,clutter/ruins/ruinwallsconce01skirt.nif,ruinwallsconce01skirt
CaveGShaftStraight01,0001B773,dungeons/caves/green/shafts/cavegshaftstraight01.nif,cavegshaftstraight01
CaveGShaftTop01,0001B77B,dungeons/caves/green/shafts/cavegshafttop01.nif,cavegshafttop01
CaveGShaftBottom01,0001B77C,dungeons/caves/green/shafts/cavegshaftbottom01.nif,cavegshaftbottom01
CaveGShaftWall03,0001B77F,dungeons/caves/green/shafts/cavegshaftwall03.nif,cavegshaftwall03
CaveGShaftWall04,0001B780,dungeons/caves/green/shafts/cavegshaftwall04.nif,cavegshaftwall04
CaveGShaftWall01,0001B781,dungeons/caves/green/shafts/cavegshaftwall01.nif,cavegshaftwall01
CaveGShaftWall02,0001B782,dungeons/caves/green/shafts/cavegshaftwall02.nif,cavegshaftwall02
CaveGShaftDoorL02,0001B78B,dungeons/caves/green/shafts/cavegshaftdoorl02.nif,cavegshaftdoorl02
CaveGShaftDoorL01,0001B78C,dungeons/caves/green/shafts/cavegshaftdoorl01.nif,cavegshaftdoorl01
RiftenRWThievesGuild01,0001BBA0,dungeons/riften/thievesguild/riftenrwthievesguild01.nif,riftenrwthievesguild01
CaveILHall2Way01,0001BBEF,dungeons/caves/ice/largehall/caveilhall2way01.nif,caveilhall2way01
CaveILHall2Way02,0001BBF0,dungeons/caves/ice/largehall/caveilhall2way02.nif,caveilhall2way02
CaveILHall3Way01,0001BBF1,dungeons/caves/ice/largehall/caveilhall3way01.nif,caveilhall3way01
CaveILHall3Way02,0001BBF2,dungeons/caves/ice/largehall/caveilhall3way02.nif,caveilhall3way02
CaveILHall4Way01,0001BBF3,dungeons/caves/ice/largehall/caveilhall4way01.nif,caveilhall4way01
CaveIFHall2Way02,0001BBF4,dungeons/caves/ice/largehall/caveifhall2way02.nif,caveifhall2way02
CaveIFHall2Way01,0001BBF5,dungeons/caves/ice/largehall/caveifhall2way01.nif,caveifhall2way01
CaveILHallDeadEnd01,0001BC12,dungeons/caves/ice/largehall/caveilhalldeadend01.nif,caveilhalldeadend01
CaveILHallDeadEnd02,0001BC13,dungeons/caves/ice/largehall/caveilhalldeadend02.nif,caveilhalldeadend02
BlacksmithAnvilStatic,0001BCC2,clutter/blacksmith/blacksmithanvil01.nif,blacksmithanvil01
BlacksmithWorkbench01,0001BCC3,clutter/blacksmith/blacksmithworkbench01.nif,blacksmithworkbench01
BlacksmithSharpeningWheel01,0001BCC4,clutter/blacksmith/blacksmithsharpeningwheelstatic.nif,blacksmithsharpeningwheelstatic
NorPitWallSideToRmBgSideL01,0001BE07,dungeons/nordic/pits/norpitwallsidetormbgsidel01.nif,norpitwallsidetormbgsidel01
NorPitWallSideStairs02,0001BE08,dungeons/nordic/pits/norpitwallsidestairs02.nif,norpitwallsidestairs02
NorPitWallFrontStairs02,0001BE09,dungeons/nordic/pits/norpitwallfrontstairs02.nif,norpitwallfrontstairs02
NorPitWallFrontToRmBgFrontR01,0001BE0A,dungeons/nordic/pits/norpitwallfronttormbgfrontr01.nif,norpitwallfronttormbgfrontr01
NorPitWallFrontToRmBgFrontL01,0001BE0B,dungeons/nordic/pits/norpitwallfronttormbgfrontl01.nif,norpitwallfronttormbgfrontl01
NorPitWallSideToRmBgSideR01,0001BE0C,dungeons/nordic/pits/norpitwallsidetormbgsider01.nif,norpitwallsidetormbgsider01
WRHouseStores01,0001BF78,architecture/whiterun/wrbuildings/wrhousestores01.nif,wrhousestores01
RockPileM01FieldGrass01Moss,0001BFB0,landscape/rocks/rockpilem01tundra.nif,rockpilem01tundra
CaveGShaftDoorLB02,0001BFD6,dungeons/caves/green/shafts/cavegshaftdoorlb02.nif,cavegshaftdoorlb02
CaveGShaftDoorLB03,0001BFD7,dungeons/caves/green/shafts/cavegshaftdoorlb03.nif,cavegshaftdoorlb03
CaveGShaftDoorLB04,0001BFD8,dungeons/caves/green/shafts/cavegshaftdoorlb04.nif,cavegshaftdoorlb04
CaveGShaftDoor01,0001BFD9,dungeons/caves/green/shafts/cavegshaftdoor01.nif,cavegshaftdoor01
CaveGShaftDoor02,0001BFDA,dungeons/caves/green/shafts/cavegshaftdoor02.nif,cavegshaftdoor02
CaveGShaftDoor03,0001BFDB,dungeons/caves/green/shafts/cavegshaftdoor03.nif,cavegshaftdoor03
CaveGShaftDoorL03,0001BFDC,dungeons/caves/green/shafts/cavegshaftdoorl03.nif,cavegshaftdoorl03
CaveGShaftDoorL04,0001BFDD,dungeons/caves/green/shafts/cavegshaftdoorl04.nif,cavegshaftdoorl04
CaveGShaftDoorLB01,0001BFDE,dungeons/caves/green/shafts/cavegshaftdoorlb01.nif,cavegshaftdoorlb01
ComplexSceneMARKER,0001C035,markers/misc/complexscenemarker01.nif,complexscenemarker01
testwindtempletalos,0001C093,architecture/windhelm/tempassets/tempwindtempletalos.nif,tempwindtempletalos
HandCart01,0001C0C0,clutter/carts/handcart01.nif,handcart01
HandCart02,0001C0C5,clutter/carts/handcart02.nif,handcart02
CaveGShaftDoorB01,0001C168,dungeons/caves/green/shafts/cavegshaftdoorb01.nif,cavegshaftdoorb01
CaveGShaftDoorB02,0001C169,dungeons/caves/green/shafts/cavegshaftdoorb02.nif,cavegshaftdoorb02
CaveGShaftDoorB03,0001C16A,dungeons/caves/green/shafts/cavegshaftdoorb03.nif,cavegshaftdoorb03
CaveGShaftDoorB04,0001C16B,dungeons/caves/green/shafts/cavegshaftdoorb04.nif,cavegshaftdoorb04
CaveGShaftDoor04,0001C16C,dungeons/caves/green/shafts/cavegshaftdoor04.nif,cavegshaftdoor04
1stPersonDragonPriestDagger,0001C1FD,weapons/dragonpriest/dragonpriestdagger.nif,dragonpriestdagger
1stPersonDragonPriestStaff,0001C200,weapons/dragonpriest/dragonprieststaff.nif,dragonprieststaff
CaveGBalconyMid01,0001C291,dungeons/caves/green/balcony/cavegbalconymid01.nif,cavegbalconymid01
CaveGBalconyStraight01,0001C292,dungeons/caves/green/balcony/cavegbalconystraight01.nif,cavegbalconystraight01
CaveGBalconyStraight02,0001C293,dungeons/caves/green/balcony/cavegbalconystraight02.nif,cavegbalconystraight02
CaveGBalconyStraight03,0001C294,dungeons/caves/green/balcony/cavegbalconystraight03.nif,cavegbalconystraight03
CaveGBalconyStraight04,0001C295,dungeons/caves/green/balcony/cavegbalconystraight04.nif,cavegbalconystraight04
CaveGBalconyCorner01,0001C296,dungeons/caves/green/balcony/cavegbalconycorner01.nif,cavegbalconycorner01
CaveGBalconyCorner02,0001C297,dungeons/caves/green/balcony/cavegbalconycorner02.nif,cavegbalconycorner02
